Date,Vendor Code,Vendor,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individ Meals,Total Pounds
3/16/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,middlebury,Bulk,CCFN,33.75,,,,89.50,28.50,366.50,0.00,,518.25
3/16/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,Bulk,CCFN,40.00,,,,40.00,,57.00,0.00,,137.00
3/16/2023,CAPS,Child & Parent Services (CAPS),ELK,,,Backpack,,,,,,,,375.00, 300.00 ,375.00
3/16/2023,ELK,Elkhart Schools: Bristol,ELK,,Meals,Backpack,,,,,,,,322.50,258,322.50
3/16/2023,ELK,Elkhart Schools: Mary Daly,ELK,,Meals,Backpack,,,,,,,,172.50, 138.00 ,172.50
3/16/2023,MCCC,Marshall County Community Center,MAR,,Bulk,CCFN,101.00,,,,101.00,,101.00,0.00,,303.00
3/16/2023,OTH,Other,SJ,River Park UMC,Bulk,CCFN,50.00,,,,50.00,,47.00,0.00,,147.00
3/16/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,183.75,,,,,34.50,140.00,0.00,,358.25
3/16/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,203.00,,,,129.00,,100.00,0.00,,432.00
3/16/2023,RMCD,Ronald McDonald House,SJ,,Bulk,CCFN,50.00,,,,50.00,,73.00,0.00,,173.00
3/16/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,263.00,,,,263.00,,263.00,0.00,,789.00
3/16/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,79.00,,,,100.00,,100.00,0.00,,279.00
3/16/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,80.00,,,,100.00,,100.00,0.00,,280.00
3/16/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,33.00,,,,33.00,,33.00,0.00,,99.00
3/16/2023,YWCA,YWCA,SJ,,Bulk,CCFN,240.00,,,,240.00,,240.00,0.00,,720.00
3/16/2023,SH,Store House,SJ,,Bulk,CCFN,159.00,,,,159.00,,159.00,0.00,,477.00
3/16/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,40.00,,,,40.00,,40.00,0.00,,120.00
3/16/2023,HM,Hope Ministries,SJ,,Bulk,CCFN,,,,,50.00,,,0.00,,50.00
3/16/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,,,,,75.00,,,0.00,,75.00
3/16/2023,SUSS,Success Academy,SJ,,Meals,Backpack,,,,,,,,562.50, 450.00 ,562.50
3/16/2023,CAR,Career Academy,SJ,,Meals,Backpack,,,,,,,,277.50, 222.00 ,277.50
3/16/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,30.00,,,,21.00,,64.75,0.00,,115.75
3/16/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,237.00,,,,84.00,,198.75,0.00,,519.75
3/16/2023,RMCD,Ronald McDonald House,SJ,,Bulk,CCFN,15.00,,,,30.00,,41.40,0.00,,86.40
3/16/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,,,,,,96.00,272.00,0.00,,368.00
3/16/2023,CCFP,Clay Church Food Pantry,SJ,,Bulk,CCFN,,,,,458.00,,416.00,0.00,,874.00
3/16/2023,SALT,St. Mark Missionary: Salt Program,SJ,,Meals,Backpack,,,,,,,,90.00, 72.00 ,90.00
3/16/2023,SBCS,South Bend Community Schools: Darden,SJ,,,Backpack,,,,,,,,337.50, 270.00 ,337.50
3/16/2023,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,,,,375.00, 300.00 ,375.00
3/16/2023,SBCS,South Bend Community Schools: Lincoln,SJ,,Meals,Backpack,,,,,,,,225.00, 180.00 ,225.00
3/16/2023,SBCS,South Bend Community Schools: McKinley,SJ,,Meals,Backpack,,,,,,,,187.50, 150.00 ,187.50
3/16/2023,ELK,Elkhart Schools: Mary Feeser ,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
3/16/2023,ELK,Elkhart Schools: Northside Middle School,ELK,,Meals,Backpack,,,,,,,,150.00, 120.00 ,150.00
3/16/2023,ELK,Elkhart Schools: Other,ELK,,Bulk,CCFN,336.00,,,,336.00,,336.00,0.00,,"1,008.00"
3/16/2023,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,Meals,Backpack,,,,,,,,165.00, 132.00 ,165.00
3/16/2023,ELK,Elkhart Schools: Pride Academy,ELK,,Meals,Backpack,,,,,,,,45.00,36,45.00
3/16/2023,ELK,Elkhart Schools: Riverview,ELK,,Meals,Backpack,,,,,,,,180.00, 144.00 ,180.00
3/16/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,50.00,,,,50.00,,48.00,0.00,,148.00
3/16/2023,GCS,Goshen Schools: Chandler Elementary,ELK,,Meals,Backpack,,,,,,,,97.50, 78.00 ,97.50
3/16/2023,GCS,Goshen Schools: Goshen Intermediate ,ELK,,Meals,Backpack,,,,,,,,157.50, 126.00 ,157.50
3/16/2023,GCS,Goshen Schools: Model Elementary,ELK,,Meals,Backpack,,,,,,,,127.50, 102.00 ,127.50
3/16/2023,GCS,Goshen Schools: Parkside Elementary,ELK,,Meals,Backpack,,,,,,,,60.00, 48.00 ,60.00
3/16/2023,GCS,Goshen Schools: Waterford Elementary,ELK,,Meals,Backpack,,,,,,,,120.00, 96.00 ,120.00
3/16/2023,GCS,Goshen Schools: West Goshen Elementary,ELK,,Meals,Backpack,,,,,,,,157.50, 126.00 ,157.50
3/16/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,50.00,,,,50.00,,84.00,0.00,,184.00
3/16/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,105.00,,103.75,112.00,694.00,260.00,418.25,0.00,,"1,693.00"
3/16/2023,GFP,Gymtown Food Pantry,ELK,,,CCFN,,,,,,,,150.00, 120.00 ,150.00
3/16/2023,HCH,Heart City Health - Scenic,ELK,,,Backpack,,,,,,,,67.50, 54.00 ,67.50
3/16/2023,HCH,Heart City Health - Simpson,ELK,,,Backpack,,,,,,,,150.00, 120.00 ,150.00
3/16/2023,HCH,Heart City Health - WH,ELK,,,CCFN,,,,,,,,37.50, 30.00 ,37.50
3/16/2023,MLC,Maple Leaf Commons,ELK,,Bulk,CCFN,194.50,,,,96.00,,69.25,0.00,,359.75
3/16/2023,MIDD,Middlebury Food Pantry,ELK,,Bulk,CCFN,135.50,,13.50,144.00,151.00,,518.50,0.00,,962.50
3/16/2023,SALVE,Salvation Army: Elkhart,ELK,,Bulk,CCFN,,,,,7.50,,40.00,0.00,,47.50
3/16/2023,SALVG,Salvation Army: Goshen,ELK,,Bulk,CCFN,454.75,,2.00,,126.00,30.00,60.00,0.00,,672.75
3/16/2023,SG,Saving Grace,ELK,,Bulk,CCFN,50.00,,,,50.00,,53.00,0.00,,153.00
3/16/2023,STP,St. Paul's UMC,ELK,,Bulk,CCFN,30.00,,,1.50,62.75,36.75,80.50,0.00,,211.50
3/16/2023,VINC,St. Vincent de Paul: Center,ELK,,Bulk,CCFN,75.00,,,,75.00,,79.00,0.00,,229.00
3/16/2023,VINC,St. Vincent de Paul: St Joe Parrish,ELK,,Bulk,CCFN,60.00,,,,30.00,,42.00,0.00,,132.00
3/16/2023,THB,The Hub Bristol,ELK,,Bulk,CCFN,144.25,,69.50,67.75,54.00,76.50,213.00,0.00,,625.00
3/17/2023,NNE,Near Northeast Neighborhood Center,SJ,,Bulk,CCFN,30.00,,,,75.00,,,75.00, 60.00 ,180.00
3/17/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,,,,,,,165.75,0.00,,165.75
3/17/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Bulk,CCFN,40.50,,,,,16.00,50.00,0.00,,106.50
3/17/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,187.00,,,,202.00,27.50,185.00,0.00,,601.50
3/17/2023,MIL,Milford Food Bank,ELK,,Bulk,CCFN,,,,,"4,552.00",,,0.00,,"4,552.00"
3/20/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,121.00,,,,,,56.00,0.00,,177.00
3/20/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,30.00,,,,50.00,,307.00,0.00,,387.00
3/20/2023,LPH,Lasalle Park Homes,SJ,,Bulk,CCFN,117.00,,,,,,,0.00,,117.00
3/20/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,,,118.00,,50.00,0.00,,168.00
3/20/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,,,,,,,271.50,0.00,,271.50
3/20/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,283.75,,,,4.25,33.75,176.25,0.00,,498.00
3/20/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00, 300.00 ,375.00
3/21/2023,PLY,Plymouth Comm Schools: Ancilla College,MAR,,Meals,Backpack,,,,,,,,"2,812.50"," 2,250.00 ","2,812.50"
3/21/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,33.75,,64.75,177.50,191.75,31.75,157.50,0.00,,657.00
3/21/2023,YWCA,YWCA,SJ,,Bulk,CCFN,,,,55.00,67.00,,63.50,0.00,,185.50
3/21/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,,,12.75,34.75,1.50,,262.50,0.00,,311.50
3/22/2023,BL,Bread of Life,MAR,,Bulk,CCFN,,,,36.00,582.00,312.00,762.00,0.00,,"1,692.00"
3/22/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bulk,CCFN,375.75,,,146.50,324.00,2.00,"1,179.50",0.00,,"2,027.75"
3/22/2023,DAV,David's Courage,MAR,,Bulk,CCFN,,,,,34.00,,341.25,0.00,,375.25
3/22/2023,SER,Serenity House,MAR,,Bulk,CCFN,15.00,,,,,,104.00,0.00,,119.00
3/22/2023,MCCC,Marshall County Community Center,MAR,,Bulk,CCFN,101.25,,,,420.50,,294.00,0.00,,815.75
3/22/2023,OC,Oakhaven Community,MAR,,Bulk,CCFN,46.00,,,,20.00,,37.00,0.00,,103.00
3/22/2023,BRE,Bremen Schools,MAR,,Meals,Backpack,,,,,,,,195.00,156,195.00
3/22/2023,VET,VA Veterans,SJ,,Meals,CCFN,,,,,,,,75.00, 60.00 ,75.00
3/22/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,,,,,,,100.00,0.00,,100.00
3/22/2023,IUSB,IUSB: Titans Feeding Titans,SJ,,Bulk,CCFN,,,,,36.00,63.75,248.00,0.00,,347.75
3/22/2023,ANT,Antioch Missionary Baptist Church,SJ,,Bulk,CCFN,,,,8.00,57.00,,564.50,0.00,,629.50
3/22/2023,STA,St Augustine's Parish,SJ,,Bulk,CCFN,,,,,84.00,13.50,,0.00,,97.50
3/22/2023,AFFM,Abundant Faith Family Ministries,SJ,,Bulk,CCFN,,,,,,,48.00,0.00,,48.00
3/22/2023,MVC,Miami Village Church,SJ,,Bulk,CCFN,,,,,,,117.00,0.00,,117.00
3/22/2023,NC,New Carlisle Food Pantry,SJ,,Bulk,CCFN,75.00,,,,,48.00,22.75,0.00,,145.75
3/22/2023,SH,Store House,SJ,,Bulk,CCFN,70.50,,14.75,44.75,221.75,,697.50,0.00,,"1,049.25"
3/22/2023,MFP,Mishawaka Food Pantry,SJ,,Bulk,CCFN,,,,,145.60,120.00,,0.00,,265.60
3/22/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,,,,,,,63.00,0.00,,63.00
3/22/2023,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,Bulk,Backpack,,,,,,,,712.50,570,712.50
3/22/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,123.75,,126.00,,70,6.5,"1,134.40",0.00,,"1,460.65"
3/22/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,93.50,10.00,,36.00,127.75,,410.25,0.00,,677.50
3/22/2023,NAP,Nappanee Open Door,ELK,,Bulk,CCFN,,,,,20.00,,348.00,0.00,,368.00
3/22/2023,VINC,St. Vincent de Paul: St Pius,ELK,,Meals,CCFN,,,,,,,,112.50, 90.00 ,112.50
3/22/2023,WANE,Wa-Nee Community Schools,ELK,,Meals,Backpack,,,,,,,,150.00, 120.00 ,150.00
3/23/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,Bulk,CCFN,27.00,,,,20.00,,69.00,0.00,,116.00
3/23/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Middlebury,Bulk,CCFN,15.00,,,,53.25,,780.00,0.00,,848.25
3/23/2023,ELK,Elkhart Schools: Mary Daly,ELK,,Meals,Backpack,,,,,,,,157.50,126,157.50
3/23/2023,ELK,Elkhart Schools: Mary Feeser ,ELK,,Meals,Backpack,,,,,,,,75.00,60,75.00
3/23/2023,MCA,Marshall County Council on Aging,MAR,,Meals,CCFN,,,,,,,,75.00, 60.00 ,75.00
3/23/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bulk,CCFN,,,,,168,,,45.00,36,213.00
3/23/2023,SUSS,Success Academy,SJ,,Meals,Backpack,,,,,,,,555.00, 444.00 ,555.00
3/23/2023,CAR,Career Academy,SJ,,Meals,Backpack,,,,,,,,277.50, 222.00 ,277.50
3/23/2023,LPH,Lasalle Park Homes,SJ,,Bulk,CCFN,48.00,,,,64.00,,,0.00,,112.00
3/23/2023,CCFP,Clay Church Food Pantry,SJ,,Bulk,CCFN,,,,,,31.75,125.00,0.00,,156.75
3/23/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,,,6.00,4.00,22.00,0.00,,32.00
3/23/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,,,,,,,291.00,0.00,,291.00
3/23/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,,,,,,,108.00,0.00,,108.00
3/23/2023,OAK,Oaklawn: Oliver Apts,SJ,,Bulk,CCFN,88.50,,2.75,0.75,53.00,,338.00,0.00,,483.00
3/23/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,30.00,,,1.25,78.00,60.00,268.00,0.00,,437.25
3/23/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,Backpack,,,,,385.00,,,375.00,300,760.00
3/23/2023,SALT,St. Mark Missionary: Salt Program,SJ,,Meals,Backpack,,,,,,,,90.00,72,90.00
3/23/2023,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,Meals,Backpack,,,,,,,,142.50,114,142.50
3/23/2023,ELK,Elkhart Schools: Pride Academy,ELK,,Meals,Backpack,,,,,.,,,322.50,258,322.50
3/23/2023,ELK,Elkhart Schools: Riverview,ELK,,Meals,Backpack,,,,,,,,180.00,144,180.00
3/23/2023,GCS,Goshen Schools: Chandler Elementary,ELK,,Meals,Backpack,,,,,,,,97.50,78,97.50
3/23/2023,GCS,Goshen Schools: Goshen Intermediate ,ELK,,Meals,Backpack,,,,,,,,277.50, 222.00 ,277.50
3/23/2023,GCS,Goshen Schools: Model Elementary,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
3/23/2023,GCS,Goshen Schools: Parkside Elementary,ELK,,Meals,Backpack,,,,,,,,60.00,48,60.00
3/23/2023,GCS,Goshen Schools: Prairie View Elementary,ELK,,Meals,Backpack,,,,,,,,67.50,54,67.50
3/23/2023,GCS,Goshen Schools: Waterford Elementary,ELK,,Meals,Backpack,,,,,,,,112.50,90,112.50
3/23/2023,GCS,Goshen Schools: West Goshen Elementary,ELK,,Meals,Backpack,,,,,,,,157.50,126,157.50
3/23/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,81.00,,14.75,198.00,109.75,16.00,775.50,0.00,,"1,195.00"
3/23/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,,,,,84.00,,,150.00,120,234.00
3/23/2023,HCH,Heart City Health - Scenic,ELK,,Meals,Backpack,,,,,,,,67.50,54,67.50
3/23/2023,HCH,Heart City Health - Simpson,ELK,,Meals,Backpack,,,,,,,,150.00,120,150.00
3/23/2023,HCH,Heart City Health - WH,ELK,,Meals,Backpack,,,,,,,,37.50,30,37.50
3/23/2023,MIDD,Middlebury Food Pantry,ELK,,Bulk,CCFN,100.25,,,,142.50,,277.50,0.00,,520.25
3/23/2023,MIDD,Middlebury Food Pantry,ELK,,Bulk,CCFN,,,,,280,,,0.00,,280.00
3/23/2023,SALVE,Salvation Army: Elkhart,ELK,,Bulk,CCFN,,,5.00,43.00,100.75,,248.50,0.00,,397.25
3/23/2023,SALVG,Salvation Army: Goshen,ELK,,Bulk,CCFN,,,,,,,186.00,0.00,,186.00
3/23/2023,VINC,St. Vincent de Paul: Center,ELK,,Bulk,CCFN,,,,,,20.00,32.00,0.00,,52.00
3/23/2023,THB,The Hub Bristol,ELK,,Bulk,CCFN,42.00,,32.75,53.00,26.00,20.00,464.25,0.00,,638.00
3/23/2023,THB,The Hub Bristol,ELK,,Bulk,CCFN,,,,,130,,,0.00,,130.00
3/24/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,,,,,3.00,8.00,26.00,0.00,,37.00
3/24/2023,WCC,Westside Church of Christ,SJ,,Bulk,CCFN,,,,,72.00,,198.00,0.00,,270.00
3/24/2023,GP,The Grace Place,SJ,,Bulk,CCFN,79.00,,,,170.00,18.00,243.00,0.00,,510.00
3/24/2023,NNE,Near Northeast Neighborhood Center,SJ,,Bulk,CCFN,,,,,60.00,,16.00,0.00,,76.00
3/24/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Bulk,CCFN,59.00,,,,37.00,,90.50,0.00,,186.50
3/24/2023,RMCD,Ronald McDonald House,SJ,,Bulk,CCFN,,,,,45.00,,108.00,0.00,,153.00
3/24/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,,,,,38.00,,26.00,0.00,,64.00
3/24/2023,FTH,Feed the Hungry,SJ,,Bulk,CCFN,,,,,,,179.25,0.00,,179.25
3/24/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,33.00,,,,29.00,,90.00,150.00,120,302.00
3/24/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,50.00,,,,,,257.00,0.00,,307.00
3/24/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,,,,,18.00,,,0.00,,18.00
3/24/2023,IVY,Ivy Tech,SJ,,Meals,Backpack,,,,,,,,750.00,600,750.00
3/24/2023,SBCS,South Bend Community Schools: Darden,SJ,,Meals,Backpack,,,,,,,,225.00,180,225.00
3/24/2023,SBCS,South Bend Community Schools: Lincoln,SJ,,Meals,Backpack,,,,,,,,225.00,180,225.00
3/24/2023,SBCS,South Bend Community Schools: McKinley,SJ,,Meals,Backpack,,,,,,,,187.50,150,187.50
3/24/2023,SBCS,South Bend Community Schools: Warren,SJ,,Meals,Backpack,,,,,,,,150.00,120,150.00
3/24/2023,SBCS,South Bend Community Schools: Harrison,SJ,,Meals,Backpack,,,,,,,,375.00,300,375.00
3/24/2023,SBCS,South Bend Community Schools: Wilson,SJ,,Meals,Backpack,,,,,,,,375.00,300,375.00
3/24/2023,SBCS,South Bend Community Schools: Adult Ed,SJ,,Meals,Backpack,,,,,,,,262.50,210,262.50
3/25/2023,VINC,St. Vincent de Paul: St Joe Parrish,ELK,,Bread,CCFN,,,,,28.00,,,0.00,,28.00
3/27/2023,IPISJC,St Joe County: Indiana Parenting Institute,SJ,,Bulk,CCFN,,,,,50.00,,,15.00, 12.00 ,65.00
3/27/2023,LPH,Lasalle Park Homes,SJ,,Bulk,CCFN,24,,,,20,,80.00,0.00,,124.00
3/27/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,52.00,,126.00,,70.00,6.50,1067.00,0.00,,"1,321.50"
3/27/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,60.00,,,,407.00,28.50,552.50,0.00,,"1,048.00"
3/27/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,,,,,,,176.00,0.00,,176.00
3/27/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,,,,,1.00,,48.00,0.00,,49.00
3/27/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,,,25.00,,434.50,0.00,,459.50
3/27/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,165.00,,,,22.00,,1134.00,0.00,,"1,321.00"
3/27/2023,HEAL,HEAL - UMC,SJ,,Bulk,CCFN,,,,,,,,60.00,48,60.00
3/27/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00,300,375.00
3/27/2023,VCC,The Village Community Center,ELK,,Bulk,CCFN,,,,,36.00,,266.00,0.00,,302.00
3/28/2023,AFFM,Abundant Faith Family Ministries,SJ,,Meals,CCFN,,,,,,,,15.00, 12.00 ,15.00
3/28/2023,IPISJC,St Joe County: Indiana Parenting Institute,SJ,,bulk,CCFN,,,,,100,,,0.00,,100.00
3/28/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,,,15.75,111.75,14.75,30.00,292.50,0.00,,464.75
3/28/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Bulk,CCFN,25.00,,,,82.00,,89.50,0.00,,196.50
3/28/2023,LTC,Life Treatment Center (wants to remain ANON),SJ,,Bulk,CCFN,,,,,,,54.00,0.00,,54.00
3/28/2023,YWCA,YWCA,SJ,,Bulk,CCFN,,,90.00,,,,208.00,0.00,,298.00
3/28/2023,LTC,Life Treatment Center (wants to remain ANON),SJ,,Bulk,CCFN,,,,,30.00,,87.00,0.00,,117.00
3/28/2023,GCS,Goshen Schools: Chandler Elementary,ELK,,Meals,Backpack,,,,,,,,97.50,78,97.50
3/28/2023,GCS,Goshen Schools: Goshen Intermediate ,ELK,,Meals,Backpack,,,,,,,,277.50,222,277.50
3/28/2023,GCS,Goshen Schools: Model Elementary,ELK,,Meals,Backpack,,,,,,,,75.00,60,75.00
3/28/2023,GCS,Goshen Schools: Parkside Elementary,ELK,,Meals,Backpack,,,,,,,,60.00,48,60.00
3/28/2023,GCS,Goshen Schools: Prairie View Elementary,ELK,,Meals,Backpack,,,,,,,,67.50,54,67.50
3/28/2023,GCS,Goshen Schools: Waterford Elementary,ELK,,Meals,Backpack,,,,,,,,112.50,90,112.50
3/28/2023,GCS,Goshen Schools: West Goshen Elementary,ELK,,Meals,Backpack,,,,,,,,157.50,126,157.50
3/28/2023,VINC,St. Vincent de Paul: Center,ELK,,Bulk,CCFN,,,,,350.00,12.00,74.00,0.00,,436.00
3/29/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,Bulk,Backpack,,,18.00,,72.00,40.50,73.00,0.00,,203.50
3/29/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bulk,CCFN,,,,,280,,,0.00,,280.00
3/29/2023,BL,Bread of Life,MAR,,Bulk,CCFN,,,,,420,,,0.00,,420.00
3/29/2023,BRE,Bremen Schools,MAR,,Meals,Backpack,,,,,,,,300.00,240,300.00
3/29/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bulk,CCFN,,,108.00,,190.00,,936.00,0.00,,"1,234.00"
3/29/2023,OC,Oakhaven Community,MAR,,Bulk,CCFN,93.00,,,,1.75,43.75,82.00,0.00,,220.50
3/29/2023,DAV,David's Courage,MAR,,Bulk,CCFN,,,,,,30.00,72.00,0.00,,102.00
3/29/2023,CFP,Culver Food Pantry,MAR,,Bulk,CCFN,,,,,253.00,31.25,366.00,0.00,,650.25
3/29/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bulk,CCFN,,,101.25,144.50,164.00,113.50,1288.00,0.00,,"1,811.25"
3/29/2023,BL,Bread of Life,MAR,,Bulk,CCFN,,,94.75,,60.00,282.00,459.50,0.00,,896.25
3/29/2023,LVL,LaVille Elementary,SJ,,Meals,Backpack,,,,,,,,262.50,210,262.50
3/29/2023,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,Meals,Backpack,,,,,,,,675.00,540,675.00
3/29/2023,SH,Store House,SJ,,Bulk,CCFN,,,,,84,,,0.00,,84.00
3/29/2023,MFP,Mishawaka Food Pantry,SJ,,Bulk,CCFN,,,,,140,,,0.00,,140.00
3/29/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,,,,,70,,45.00,0.00,,115.00
3/29/2023,STA,St Augustine's Parish,SJ,,Bulk,CCFN,,,90.00,,31.00,30.00,50.00,0.00,,201.00
3/29/2023,NC,New Carlisle Food Pantry,SJ,,Bulk,CCFN,,,,,,30.00,236.50,0.00,,266.50
3/29/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,,15.00,90.00,8.50,11.00,21.00,184.00,0.00,,329.50
3/29/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,62.00,,,,31.50,,358.50,0.00,,452.00
3/29/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,,,45.00,,200.00,126.00,45.00,0.00,,416.00
3/29/2023,IUSB,IUSB: Titans Feeding Titans,SJ,,Bulk,CCFN,90.00,,135.00,,,82.50,109.50,0.00,,417.00
3/29/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,15.00,,,18.75,49.50,30.00,364.50,0.00,,477.75
3/29/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,60.00,,,,,30.00,,0.00,,90.00
3/29/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,,,,,13.75,176.50,,0.00,,190.25
3/29/2023,SH,Store House,SJ,,Bulk,CCFN,,,,,70.00,61.50,1330.00,0.00,,"1,461.50"
3/29/2023,SALVSJ,"Salvation Army: St Joe, Kroc Center",SJ,,Bulk,CCFN,,,1.50,,,30.00,323.50,0.00,,355.00
3/29/2023,HM,Hope Ministries,SJ,,Bulk,CCFN,,,,,,,69.00,0.00,,69.00
3/29/2023,BC,Briarcliff Rehab,SJ,,Bulk,CCFN,,,,,22.00,,,0.00,,22.00
3/29/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,74.00,,,,126.00,,,0.00,,200.00
3/29/2023,VET,VA Veterans,SJ,,Meals,CCFN,,,,,,,,112.50,90,112.50
3/29/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,,,90.00,,258.00,61.50,689.50,0.00,,"1,099.00"
3/29/2023,NAP,Nappanee Open Door,ELK,,Bulk,CCFN,,,,,42,,,0.00,,42.00
3/29/2023,NAP,Nappanee Open Door,ELK,,Bulk,CCFN,,,,,,,50.00,0.00,,50.00
3/29/2023,WANE,Wa-Nee Community Schools,ELK,,Bulk,Backpack,,,,,,,,90.00,72,90.00
3/30/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,goshen,Bulk,CCFN,,,,,10.00,,219.00,0.00,,229.00
3/30/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,middlebury,Bulk,CCFN,,,,,70.00,10.50,221.50,0.00,,302.00
3/30/2023,CCS,Church Community Services,ELK,,Bulk,CCFN,,,,,,,212.50,0.00,,212.50
3/30/2023,CCS,Church Community Services,ELK,,Meals,CCFN,,,,,,,,"1,125.00",900,"1,125.00"
3/30/2023,ELK,Elkhart Schools: Mary Daly,ELK,,Meals,Backpack,,,,,,,,150.00,120,150.00
3/30/2023,ELK,Elkhart Schools: Mary Feeser ,ELK,,Meals,Backpack,,,,,,,,75.00,60,75.00
3/30/2023,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,Meals,Backpack,,,,,,,,127.50,102,127.50
3/30/2023,SUSS,Success Academy,SJ,,Meals,Backpack,,,,,,,,555.00,444,555.00
